atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100,condicao_mando,pontos_esperados
87008,Léo Jardim,VAS,Goleiro,7,5.72,-0.54,1.96,12,-1.0,True,False,COR,0.047,neutro,2.85,1.96,1.0,68.6,neutro,3.91
61987,Alex Sandro,FLA,Lateral,7,9.58,0.53,4.04,8,4.4,True,False,CAM,-0.38,neutro,4.725,2.54,1.0,47.1,neutro,4.45
85425,João Paulo,BAH,Goleiro,6,6.19,0.0,1.7,1,0.0,False,True,SAN,0.842,valor_bom,3.908,1.7,0.125,58.5,neutro,0.57
100898,Vitinho,BOT,Lateral,7,10.93,0.79,5.87,10,9.5,True,True,INT,0.183,neutro,5.666,4.57,1.0,55.2,neutro,6.26
96591,Renan Lodi,CAM,Lateral,3,9.77,-0.41,4.65,12,0.5,True,True,FLA,-0.199,neutro,4.954,3.48,1.0,46.2,neutro,4.58
105436,Carrascal,FLA,Meia,3,9.54,0.0,4.19,9,0.0,False,False,CAM,0.191,neutro,4.183,3.08,1.0,55.5,neutro,4.64
101727,Matheuzinho,COR,Lateral,3,9.42,0.0,3.91,9,0.0,False,True,VAS,-0.44,neutro,4.616,2.91,1.0,44.3,neutro,4.09
37656,Fábio,FLU,Goleiro,7,9.57,-0.66,4.55,12,1.9,True,True,CHA,0.258,neutro,4.404,3.3,1.0,88.4,favoravel,7.79
99274,Alexander Barboza,BOT,Zagueiro,7,10.83,0.21,5.31,8,4.5,True,True,INT,0.302,neutro,4.616,2.93,1.0,55.4,neutro,5.11
90768,Fabrício Bruno,CRU,Zagueiro,3,7.21,0.36,2.46,12,4.2,True,False,REM,-0.284,neutro,3.045,1.71,1.0,47.4,neutro,2.89
80196,Yago Pikachu,REM,Meia,7,4.91,-0.02,1.76,11,0.8,True,True,CRU,-0.606,armadilha_leve,1.818,1.31,1.0,70.6,neutro,2.57
109401,Erick Pulga,BAH,Atacante,7,7.24,-0.62,3.3,11,1.6,True,True,SAN,0.402,neutro,3.908,3.3,1.0,68.8,favoravel,5.38
123717,Zé Guilherme,BAH,Lateral,6,3.0,0.0,0.0,0,0.0,False,True,SAN,-1.78,armadilha_forte,0.0,0.0,0.0,57.8,neutro,0.0
91772,David Duarte,BAH,Zagueiro,7,5.91,0.51,3.63,6,3.0,True,True,SAN,0.097,neutro,2.908,2.13,0.75,58.0,neutro,2.53
91101,Ronaldo,BAH,Goleiro,5,7.57,0.0,5.03,7,0.0,False,True,SAN,0.987,valor_bom,4.579,2.89,0.875,58.5,neutro,4.69
80313,Gilberto,BAH,Lateral,6,6.45,-0.71,2.55,4,0.5,True,True,SAN,-0.723,armadilha_leve,3.169,1.3,0.5,57.8,neutro,1.83
68996,Willian José,BAH,Atacante,6,8.12,-0.17,2.46,10,0.2,True,True,SAN,-0.375,neutro,3.475,0.36,1.0,68.8,neutro,4.78
104783,Acevedo,BAH,Meia,7,7.12,0.17,4.41,10,5.8,True,True,SAN,1.178,valor_bom,4.306,4.41,1.0,68.8,favoravel,5.93
101314,Ademir,BAH,Atacante,6,5.64,-0.31,1.92,11,0.0,True,True,SAN,-0.98,armadilha_leve,1.956,1.92,1.0,68.8,neutro,2.69
98022,Erick,BAH,Meia,6,5.71,0.0,3.27,9,0.0,False,True,SAN,1.107,valor_bom,3.696,2.71,1.0,68.8,favoravel,5.09
98517,Jean Lucas,BAH,Meia,7,11.1,1.42,6.06,11,12.2,True,True,SAN,0.969,valor_bom,5.266,4.24,1.0,68.8,favoravel,7.25
113397,Cristian Olivera,BAH,Atacante,7,8.37,-0.15,5.34,11,3.9,True,True,SAN,1.245,valor_bom,5.089,4.16,1.0,68.8,favoravel,7.0
77485,Carrillo,COR,Meia,7,5.16,0.55,1.55,8,3.4,True,True,VAS,-0.848,armadilha_leve,1.723,1.55,1.0,49.8,neutro,1.72
106323,Caio Alexandre,BAH,Meia,7,3.96,-0.18,1.05,9,-0.3,True,True,SAN,-0.455,neutro,1.448,1.05,1.0,68.8,neutro,1.99
97868,Iago,BAH,Lateral,6,5.57,0.0,5.0,1,0.0,False,True,SAN,0.285,neutro,3.648,2.0,0.125,57.8,neutro,0.53
105990,Santiago Mingo,BAH,Zagueiro,7,4.4,-0.23,2.09,11,0.0,True,True,SAN,0.092,neutro,2.207,1.0,1.0,58.0,neutro,2.56
123360,Cauly,SAO,Meia,6,6.07,0.0,2.64,8,0.0,False,True,MIR,0.611,valor_bom,3.408,2.02,1.0,56.4,neutro,3.84
105373,Gabriel Xavier,BAH,Zagueiro,6,7.1,0.0,4.5,5,0.0,False,True,SAN,0.953,valor_bom,4.144,2.7,0.625,58.0,neutro,3.0
68806,Neto,BOT,Goleiro,2,8.29,-0.33,3.72,4,1.6,True,True,INT,0.262,neutro,4.03,2.47,0.5,55.9,neutro,2.25
97341,Rogério Ceni,BAH,Técnico,7,10.84,-0.35,5.82,11,3.92,True,True,SAN,0.706,valor_bom,6.071,5.82,1.0,68.8,favoravel,8.35
107173,Michel Araújo,BAH,Meia,6,2.81,0.24,0.4,8,2.2,True,True,SAN,-0.502,armadilha_leve,0.65,0.4,1.0,68.8,neutro,0.89
72493,Alex Telles,BOT,Lateral,7,10.36,0.41,4.9,9,5.0,True,True,INT,-0.202,neutro,5.14,2.68,1.0,55.2,neutro,5.67
111829,Kayky,INT,Atacante,5,3.98,-0.16,1.52,5,1.2,True,False,BOT,-0.218,neutro,1.819,1.52,0.625,63.6,neutro,1.45
